Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Location Type
reg,FDT23,Breads,2012,Tier 1
reg,FDA52,Frozen Foods,2012,Tier 1
reg,FDT07,Fruits and Vegetables,2012,Tier 1
reg,FDT39,Meat,2012,Tier 1
reg,FDI34,Snack Foods,2012,Tier 1
LF,FDM44,Fruits and Vegetables,1998,Tier 1
LF,FDY55,Fruits and Vegetables,1998,Tier 1
LF,NCI54,Household,1998,Tier 1
LF,NCX30,Household,1998,Tier 1
LF,FDQ34,Snack Foods,1998,Tier 1
LF,DRK49,Soft Drinks,1998,Tier 1
Low Fat,FDA36,Baking Goods,1998,Tier 1
Low Fat,FDC48,Baking Goods,1998,Tier 1
Low Fat,FDH12,Baking Goods,1998,Tier 1
Low Fat,FDH48,Baking Goods,1998,Tier 1
Low Fat,FDI24,Baking Goods,1998,Tier 1
Low Fat,FDS48,Baking Goods,1998,Tier 1
Low Fat,FDY36,Baking Goods,1998,Tier 1
Low Fat,FDO23,Breads,1998,Tier 1
Low Fat,FDP11,Breads,1998,Tier 1
Low Fat,FDV47,Breads,1998,Tier 1
Low Fat,FDW47,Breads,1998,Tier 1
Low Fat,FDW59,Breads,1998,Tier 1
Low Fat,FDN01,Breakfast,1998,Tier 1
Low Fat,FDP37,Breakfast,1998,Tier 1
Low Fat,FDA49,Canned,1998,Tier 1
Low Fat,FDT13,Canned,1998,Tier 1
Low Fat,DRD27,Dairy,1998,Tier 1
Low Fat,DRH15,Dairy,1998,Tier 1
Low Fat,FDB39,Dairy,1998,Tier 1
Low Fat,FDD04,Dairy,1998,Tier 1
Low Fat,FDH27,Dairy,1998,Tier 1
Low Fat,FDR14,Dairy,1998,Tier 1
Low Fat,FDV38,Dairy,1998,Tier 1
Low Fat,FDZ38,Dairy,1998,Tier 1
Low Fat,FDB17,Frozen Foods,1998,Tier 1
Low Fat,FDD16,Frozen Foods,1998,Tier 1
Low Fat,FDD53,Frozen Foods,1998,Tier 1
Low Fat,FDE16,Frozen Foods,1998,Tier 1
Low Fat,FDG04,Frozen Foods,1998,Tier 1
Low Fat,FDS40,Frozen Foods,1998,Tier 1
Low Fat,FDT40,Frozen Foods,1998,Tier 1
Low Fat,FDU52,Frozen Foods,1998,Tier 1
Low Fat,FDB32,Fruits and Vegetables,1998,Tier 1
Low Fat,FDB45,Fruits and Vegetables,1998,Tier 1
Low Fat,FDC32,Fruits and Vegetables,1998,Tier 1
Low Fat,FDE08,Fruits and Vegetables,1998,Tier 1
Low Fat,FDG44,Fruits and Vegetables,1998,Tier 1
Low Fat,FDJ56,Fruits and Vegetables,1998,Tier 1
Low Fat,FDX08,Fruits and Vegetables,1998,Tier 1
Low Fat,FDX20,Fruits and Vegetables,1998,Tier 1
Low Fat,FDX55,Fruits and Vegetables,1998,Tier 1
Low Fat,DRO59,Hard Drinks,1998,Tier 1
Low Fat,DRP35,Hard Drinks,1998,Tier 1
Low Fat,NCQ05,Health and Hygiene,1998,Tier 1
Low Fat,NCT29,Health and Hygiene,1998,Tier 1
Low Fat,NCV29,Health and Hygiene,1998,Tier 1
Low Fat,NCD43,Household,1998,Tier 1
Low Fat,NCE30,Household,1998,Tier 1
Low Fat,NCF42,Household,1998,Tier 1
Low Fat,NCH43,Household,1998,Tier 1
Low Fat,NCH54,Household,1998,Tier 1
Low Fat,NCH55,Household,1998,Tier 1
Low Fat,NCJ06,Household,1998,Tier 1
Low Fat,NCJ42,Household,1998,Tier 1
Low Fat,NCM30,Household,1998,Tier 1
Low Fat,NCR30,Household,1998,Tier 1
Low Fat,NCS06,Household,1998,Tier 1
Low Fat,NCT30,Household,1998,Tier 1
Low Fat,NCU18,Household,1998,Tier 1
Low Fat,NCX18,Household,1998,Tier 1
Low Fat,NCX42,Household,1998,Tier 1
Low Fat,NCZ18,Household,1998,Tier 1
Low Fat,FDH19,Meat,1998,Tier 1
Low Fat,FDP27,Meat,1998,Tier 1
Low Fat,FDV39,Meat,1998,Tier 1
Low Fat,NCL31,Others,1998,Tier 1
Low Fat,NCQ43,Others,1998,Tier 1
Low Fat,FDH21,Seafood,1998,Tier 1
Low Fat,FDD58,Snack Foods,1998,Tier 1
Low Fat,FDH10,Snack Foods,1998,Tier 1
Low Fat,FDN21,Snack Foods,1998,Tier 1
Low Fat,FDN57,Snack Foods,1998,Tier 1
Low Fat,FDP33,Snack Foods,1998,Tier 1
Low Fat,FDP58,Snack Foods,1998,Tier 1
Low Fat,FDW34,Snack Foods,1998,Tier 1
Low Fat,FDX45,Snack Foods,1998,Tier 1
Low Fat,FDZ45,Snack Foods,1998,Tier 1
Low Fat,DRC25,Soft Drinks,1998,Tier 1
Low Fat,DRD25,Soft Drinks,1998,Tier 1
Low Fat,DRE37,Soft Drinks,1998,Tier 1
Low Fat,DRG01,Soft Drinks,1998,Tier 1
Low Fat,DRH36,Soft Drinks,1998,Tier 1
Low Fat,DRK37,Soft Drinks,1998,Tier 1
Regular,FDC60,Baking Goods,1998,Tier 1
Regular,FDQ36,Baking Goods,1998,Tier 1
Regular,FDQ60,Baking Goods,1998,Tier 1
Regular,FDU12,Baking Goods,1998,Tier 1
Regular,FDZ59,Baking Goods,1998,Tier 1
Regular,FDS11,Breads,1998,Tier 1
Regular,FDS59,Breads,1998,Tier 1
Regular,FDX35,Breads,1998,Tier 1
Regular,FDK25,Breakfast,1998,Tier 1
Regular,FDP49,Breakfast,1998,Tier 1
Regular,FDB14,Canned,1998,Tier 1
Regular,FDJ02,Canned,1998,Tier 1
Regular,FDJ14,Canned,1998,Tier 1
Regular,FDN38,Canned,1998,Tier 1
Regular,FDY49,Canned,1998,Tier 1
Regular,FDA26,Dairy,1998,Tier 1
Regular,FDU26,Dairy,1998,Tier 1
Regular,FDV26,Dairy,1998,Tier 1
Regular,FDY02,Dairy,1998,Tier 1
Regular,FDH04,Frozen Foods,1998,Tier 1
Regular,FDI04,Frozen Foods,1998,Tier 1
Regular,FDL28,Frozen Foods,1998,Tier 1
Regular,FDQ40,Frozen Foods,1998,Tier 1
Regular,FDR52,Frozen Foods,1998,Tier 1
Regular,FDV16,Frozen Foods,1998,Tier 1
Regular,FDX52,Frozen Foods,1998,Tier 1
Regular,FDA55,Fruits and Vegetables,1998,Tier 1
Regular,FDC21,Fruits and Vegetables,1998,Tier 1
Regular,FDL32,Fruits and Vegetables,1998,Tier 1
Regular,FDN56,Fruits and Vegetables,1998,Tier 1
Regular,FDR31,Fruits and Vegetables,1998,Tier 1
Regular,FDS44,Fruits and Vegetables,1998,Tier 1
Regular,FDU20,Fruits and Vegetables,1998,Tier 1
Regular,FDV19,Fruits and Vegetables,1998,Tier 1
Regular,FDW32,Fruits and Vegetables,1998,Tier 1
Regular,FDX31,Fruits and Vegetables,1998,Tier 1
Regular,FDY56,Fruits and Vegetables,1998,Tier 1
Regular,FDZ07,Fruits and Vegetables,1998,Tier 1
Regular,FDM27,Meat,1998,Tier 1
Regular,FDO15,Meat,1998,Tier 1
Regular,FDP51,Meat,1998,Tier 1
Regular,FDQ03,Meat,1998,Tier 1
Regular,FDT15,Meat,1998,Tier 1
Regular,FDT51,Meat,1998,Tier 1
Regular,FDV27,Meat,1998,Tier 1
Regular,FDG21,Seafood,1998,Tier 1
Regular,FDG33,Seafood,1998,Tier 1
Regular,FDJ57,Seafood,1998,Tier 1
Regular,FDB58,Snack Foods,1998,Tier 1
Regular,FDC34,Snack Foods,1998,Tier 1
Regular,FDG46,Snack Foods,1998,Tier 1
Regular,FDP21,Snack Foods,1998,Tier 1
Regular,FDU21,Snack Foods,1998,Tier 1
Regular,FDY34,Snack Foods,1998,Tier 1
Regular,DRA59,Soft Drinks,1998,Tier 1
Regular,DRL01,Soft Drinks,1998,Tier 1
Regular,FDB23,Starchy Foods,1998,Tier 1
low fat,FDZ48,Baking Goods,1998,Tier 1
low fat,FDP25,Canned,1998,Tier 1
low fat,FDC20,Fruits and Vegetables,1998,Tier 1
low fat,NCP55,Others,1998,Tier 1
LF,FDS13,Canned,2010,Tier 1
LF,FDX25,Canned,2010,Tier 1
LF,FDZ38,Dairy,2010,Tier 1
LF,FDT40,Frozen Foods,2010,Tier 1
LF,FDE29,Frozen Foods,2010,Tier 1
LF,FDO40,Frozen Foods,2010,Tier 1
LF,FDD20,Fruits and Vegetables,2010,Tier 1
LF,FDU56,Fruits and Vegetables,2010,Tier 1
LF,FDG32,Fruits and Vegetables,2010,Tier 1
LF,NCM29,Health and Hygiene,2010,Tier 1
LF,FDC11,Starchy Foods,2010,Tier 1
Low Fat,FDW23,Baking Goods,2010,Tier 1
Low Fat,FDK36,Baking Goods,2010,Tier 1
Low Fat,FDF12,Baking Goods,2010,Tier 1
Low Fat,FDX24,Baking Goods,2010,Tier 1
Low Fat,FDK24,Baking Goods,2010,Tier 1
Low Fat,FDT60,Baking Goods,2010,Tier 1
Low Fat,FDA48,Baking Goods,2010,Tier 1
Low Fat,FDY36,Baking Goods,2010,Tier 1
Low Fat,FDN12,Baking Goods,2010,Tier 1
Low Fat,FDH24,Baking Goods,2010,Tier 1
Low Fat,FDU35,Breads,2010,Tier 1
Low Fat,FDX59,Breads,2010,Tier 1
Low Fat,FDV59,Breads,2010,Tier 1
Low Fat,FDP11,Breads,2010,Tier 1
Low Fat,FDO25,Canned,2010,Tier 1
Low Fat,FDT25,Canned,2010,Tier 1
Low Fat,FDR49,Canned,2010,Tier 1
Low Fat,FDC26,Canned,2010,Tier 1
Low Fat,FDS01,Canned,2010,Tier 1
Low Fat,FDY25,Canned,2010,Tier 1
Low Fat,FDB51,Dairy,2010,Tier 1
Low Fat,DRG27,Dairy,2010,Tier 1
Low Fat,FDY14,Dairy,2010,Tier 1
Low Fat,FDR14,Dairy,2010,Tier 1
Low Fat,FDI15,Dairy,2010,Tier 1
Low Fat,DRG39,Dairy,2010,Tier 1
Low Fat,FDV50,Dairy,2010,Tier 1
Low Fat,DRF51,Dairy,2010,Tier 1
Low Fat,FDD39,Dairy,2010,Tier 1
Low Fat,FDS50,Dairy,2010,Tier 1
Low Fat,DRE03,Dairy,2010,Tier 1
Low Fat,FDX50,Dairy,2010,Tier 1
Low Fat,DRJ39,Dairy,2010,Tier 1
Low Fat,FDO16,Frozen Foods,2010,Tier 1
Low Fat,FDN40,Frozen Foods,2010,Tier 1
Low Fat,FDF16,Frozen Foods,2010,Tier 1
Low Fat,FDK04,Frozen Foods,2010,Tier 1
Low Fat,FDU04,Frozen Foods,2010,Tier 1
Low Fat,FDJ16,Frozen Foods,2010,Tier 1
Low Fat,FDZ04,Frozen Foods,2010,Tier 1
Low Fat,FDH16,Frozen Foods,2010,Tier 1
Low Fat,FDJ53,Frozen Foods,2010,Tier 1
Low Fat,FDD28,Frozen Foods,2010,Tier 1
Low Fat,FDF41,Frozen Foods,2010,Tier 1
Low Fat,FDX40,Frozen Foods,2010,Tier 1
Low Fat,FDB17,Frozen Foods,2010,Tier 1
Low Fat,FDP04,Frozen Foods,2010,Tier 1
Low Fat,FDC41,Frozen Foods,2010,Tier 1
Low Fat,FDM28,Frozen Foods,2010,Tier 1
Low Fat,FDV40,Frozen Foods,2010,Tier 1
Low Fat,FDZ52,Frozen Foods,2010,Tier 1
Low Fat,FDU40,Frozen Foods,2010,Tier 1
Low Fat,FDS08,Fruits and Vegetables,2010,Tier 1
Low Fat,FDZ55,Fruits and Vegetables,2010,Tier 1
Low Fat,FDB44,Fruits and Vegetables,2010,Tier 1
Low Fat,FDI56,Fruits and Vegetables,2010,Tier 1
Low Fat,FDA19,Fruits and Vegetables,2010,Tier 1
Low Fat,FDW56,Fruits and Vegetables,2010,Tier 1
Low Fat,FDU32,Fruits and Vegetables,2010,Tier 1
Low Fat,FDU07,Fruits and Vegetables,2010,Tier 1
Low Fat,FDS07,Fruits and Vegetables,2010,Tier 1
Low Fat,FDF20,Fruits and Vegetables,2010,Tier 1
Low Fat,FDA32,Fruits and Vegetables,2010,Tier 1
Low Fat,FDE44,Fruits and Vegetables,2010,Tier 1
Low Fat,FDB09,Fruits and Vegetables,2010,Tier 1
Low Fat,FDP07,Fruits and Vegetables,2010,Tier 1
Low Fat,FDR43,Fruits and Vegetables,2010,Tier 1
Low Fat,FDP20,Fruits and Vegetables,2010,Tier 1
Low Fat,FDQ44,Fruits and Vegetables,2010,Tier 1
Low Fat,FDE32,Fruits and Vegetables,2010,Tier 1
Low Fat,DRK47,Hard Drinks,2010,Tier 1
Low Fat,DRG23,Hard Drinks,2010,Tier 1
Low Fat,DRJ35,Hard Drinks,2010,Tier 1
Low Fat,DRO47,Hard Drinks,2010,Tier 1
Low Fat,DRP47,Hard Drinks,2010,Tier 1
Low Fat,DRL47,Hard Drinks,2010,Tier 1
Low Fat,NCM05,Health and Hygiene,2010,Tier 1
Low Fat,NCO05,Health and Hygiene,2010,Tier 1
Low Fat,NCL29,Health and Hygiene,2010,Tier 1
Low Fat,NCN17,Health and Hygiene,2010,Tier 1
Low Fat,NCQ29,Health and Hygiene,2010,Tier 1
Low Fat,NCL41,Health and Hygiene,2010,Tier 1
Low Fat,NCT29,Health and Hygiene,2010,Tier 1
Low Fat,NCA41,Health and Hygiene,2010,Tier 1
Low Fat,NCK05,Health and Hygiene,2010,Tier 1
Low Fat,NCU30,Household,2010,Tier 1
Low Fat,NCS30,Household,2010,Tier 1
Low Fat,NCY42,Household,2010,Tier 1
Low Fat,NCB19,Household,2010,Tier 1
Low Fat,NCS06,Household,2010,Tier 1
Low Fat,NCS38,Household,2010,Tier 1
Low Fat,NCS42,Household,2010,Tier 1
Low Fat,NCU54,Household,2010,Tier 1
Low Fat,NCX54,Household,2010,Tier 1
Low Fat,NCA18,Household,2010,Tier 1
Low Fat,NCN26,Household,2010,Tier 1
Low Fat,NCG54,Household,2010,Tier 1
Low Fat,NCG07,Household,2010,Tier 1
Low Fat,NCJ18,Household,2010,Tier 1
Low Fat,NCU18,Household,2010,Tier 1
Low Fat,NCE30,Household,2010,Tier 1
Low Fat,NCX30,Household,2010,Tier 1
Low Fat,NCF30,Household,2010,Tier 1
Low Fat,NCH30,Household,2010,Tier 1
Low Fat,NCL30,Household,2010,Tier 1
Low Fat,NCI42,Household,2010,Tier 1
Low Fat,NCQ50,Household,2010,Tier 1
Low Fat,NCL18,Household,2010,Tier 1
Low Fat,NCC06,Household,2010,Tier 1
Low Fat,NCB18,Household,2010,Tier 1
Low Fat,NCI43,Household,2010,Tier 1
Low Fat,NCA06,Household,2010,Tier 1
Low Fat,NCE54,Household,2010,Tier 1
Low Fat,NCP06,Household,2010,Tier 1
Low Fat,NCD54,Household,2010,Tier 1
Low Fat,FDM03,Meat,2010,Tier 1
Low Fat,FDX15,Meat,2010,Tier 1
Low Fat,FDR39,Meat,2010,Tier 1
Low Fat,NCM07,Others,2010,Tier 1
Low Fat,NCK07,Others,2010,Tier 1
Low Fat,NCN19,Others,2010,Tier 1
Low Fat,NCP50,Others,2010,Tier 1
Low Fat,NCN14,Others,2010,Tier 1
Low Fat,NCJ31,Others,2010,Tier 1
Low Fat,FDL33,Snack Foods,2010,Tier 1
Low Fat,FDR33,Snack Foods,2010,Tier 1
Low Fat,FDT21,Snack Foods,2010,Tier 1
Low Fat,FDQ46,Snack Foods,2010,Tier 1
Low Fat,FDQ34,Snack Foods,2010,Tier 1
Low Fat,FDH58,Snack Foods,2010,Tier 1
Low Fat,FDF58,Snack Foods,2010,Tier 1
Low Fat,FDJ09,Snack Foods,2010,Tier 1
Low Fat,FDS57,Snack Foods,2010,Tier 1
Low Fat,FDI33,Snack Foods,2010,Tier 1
Low Fat,FDY10,Snack Foods,2010,Tier 1
Low Fat,FDZ09,Snack Foods,2010,Tier 1
Low Fat,DRC25,Soft Drinks,2010,Tier 1
Low Fat,DRJ01,Soft Drinks,2010,Tier 1
Low Fat,DRL60,Soft Drinks,2010,Tier 1
Low Fat,DRH13,Soft Drinks,2010,Tier 1
Low Fat,DRF25,Soft Drinks,2010,Tier 1
Low Fat,DRD37,Soft Drinks,2010,Tier 1
Low Fat,DRJ37,Soft Drinks,2010,Tier 1
Low Fat,DRE37,Soft Drinks,2010,Tier 1
Low Fat,DRG36,Soft Drinks,2010,Tier 1
Low Fat,DRN36,Soft Drinks,2010,Tier 1
Low Fat,DRI25,Soft Drinks,2010,Tier 1
Low Fat,DRH49,Soft Drinks,2010,Tier 1
Low Fat,FDC35,Starchy Foods,2010,Tier 1
Regular,FDC60,Baking Goods,2010,Tier 1
Regular,FDZ36,Baking Goods,2010,Tier 1
Regular,FDT12,Baking Goods,2010,Tier 1
Regular,FDB49,Baking Goods,2010,Tier 1
Regular,FDY12,Baking Goods,2010,Tier 1
Regular,FDA47,Baking Goods,2010,Tier 1
Regular,FDB12,Baking Goods,2010,Tier 1
Regular,FDO48,Baking Goods,2010,Tier 1
Regular,FDX11,Baking Goods,2010,Tier 1
Regular,FDZ47,Baking Goods,2010,Tier 1
Regular,FDQ11,Breads,2010,Tier 1
Regular,FDT11,Breads,2010,Tier 1
Regular,FDT23,Breads,2010,Tier 1
Regular,FDY47,Breads,2010,Tier 1
Regular,FDR37,Breakfast,2010,Tier 1
Regular,FDQ49,Breakfast,2010,Tier 1
Regular,FDA37,Canned,2010,Tier 1
Regular,FDD26,Canned,2010,Tier 1
Regular,FDF38,Canned,2010,Tier 1
Regular,FDM02,Canned,2010,Tier 1
Regular,FDC14,Canned,2010,Tier 1
Regular,FDH50,Canned,2010,Tier 1
Regular,FDJ26,Canned,2010,Tier 1
Regular,FDZ25,Canned,2010,Tier 1
Regular,FDW02,Dairy,2010,Tier 1
Regular,FDW38,Dairy,2010,Tier 1
Regular,FDX38,Dairy,2010,Tier 1
Regular,FDQ26,Dairy,2010,Tier 1
Regular,FDB03,Dairy,2010,Tier 1
Regular,FDT26,Dairy,2010,Tier 1
Regular,FDV26,Dairy,2010,Tier 1
Regular,FDP40,Frozen Foods,2010,Tier 1
Regular,FDH04,Frozen Foods,2010,Tier 1
Regular,FDD41,Frozen Foods,2010,Tier 1
Regular,FDM16,Frozen Foods,2010,Tier 1
Regular,FDI05,Frozen Foods,2010,Tier 1
Regular,FDG05,Frozen Foods,2010,Tier 1
Regular,FDA04,Frozen Foods,2010,Tier 1
Regular,FDI04,Frozen Foods,2010,Tier 1
Regular,FDP28,Frozen Foods,2010,Tier 1
Regular,FDF28,Frozen Foods,2010,Tier 1
Regular,FDA40,Frozen Foods,2010,Tier 1
Regular,FDY16,Frozen Foods,2010,Tier 1
Regular,FDI41,Frozen Foods,2010,Tier 1
Regular,FDE17,Frozen Foods,2010,Tier 1
Regular,FDN56,Fruits and Vegetables,2010,Tier 1
Regular,FDS56,Fruits and Vegetables,2010,Tier 1
Regular,FDO31,Fruits and Vegetables,2010,Tier 1
Regular,FDD44,Fruits and Vegetables,2010,Tier 1
Regular,FDV44,Fruits and Vegetables,2010,Tier 1
Regular,FDU31,Fruits and Vegetables,2010,Tier 1
Regular,FDR55,Fruits and Vegetables,2010,Tier 1
Regular,FDW19,Fruits and Vegetables,2010,Tier 1
Regular,FDK20,Fruits and Vegetables,2010,Tier 1
Regular,FDS44,Fruits and Vegetables,2010,Tier 1
Regular,FDS31,Fruits and Vegetables,2010,Tier 1
Regular,FDS19,Fruits and Vegetables,2010,Tier 1
Regular,FDH45,Fruits and Vegetables,2010,Tier 1
Regular,FDO19,Fruits and Vegetables,2010,Tier 1
Regular,FDI08,Fruits and Vegetables,2010,Tier 1
Regular,FDW32,Fruits and Vegetables,2010,Tier 1
Regular,FDT32,Fruits and Vegetables,2010,Tier 1
Regular,FDB57,Fruits and Vegetables,2010,Tier 1
Regular,FDX31,Fruits and Vegetables,2010,Tier 1
Regular,FDP03,Meat,2010,Tier 1
Regular,FDO27,Meat,2010,Tier 1
Regular,FDR15,Meat,2010,Tier 1
Regular,FDN03,Meat,2010,Tier 1
Regular,FDT27,Meat,2010,Tier 1
Regular,FDT15,Meat,2010,Tier 1
Regular,FDG33,Seafood,2010,Tier 1
Regular,FDX22,Snack Foods,2010,Tier 1
Regular,FDC22,Snack Foods,2010,Tier 1
Regular,FDV10,Snack Foods,2010,Tier 1
Regular,FDX33,Snack Foods,2010,Tier 1
Regular,FDI34,Snack Foods,2010,Tier 1
Regular,FDM09,Snack Foods,2010,Tier 1
Regular,FDO45,Snack Foods,2010,Tier 1
Regular,FDO09,Snack Foods,2010,Tier 1
Regular,FDY33,Snack Foods,2010,Tier 1
Regular,FDP45,Snack Foods,2010,Tier 1
Regular,FDC34,Snack Foods,2010,Tier 1
Regular,FDY22,Snack Foods,2010,Tier 1
Regular,FDR34,Snack Foods,2010,Tier 1
Regular,FDX57,Snack Foods,2010,Tier 1
Regular,DRY23,Soft Drinks,2010,Tier 1
Regular,DRC36,Soft Drinks,2010,Tier 1
Regular,FDD47,Starchy Foods,2010,Tier 1
Regular,FDD59,Starchy Foods,2010,Tier 1
low fat,FDS35,Breads,2010,Tier 1
low fat,FDS52,Frozen Foods,2010,Tier 1
low fat,NCY29,Health and Hygiene,2010,Tier 1
low fat,NCW54,Household,2010,Tier 1
reg,FDH60,Baking Goods,2010,Tier 1
reg,FDB26,Canned,2010,Tier 1
reg,FDX39,Meat,2010,Tier 1
reg,FDO10,Snack Foods,2010,Tier 1
LF,FDQ16,Frozen Foods,2015,Tier 2
LF,DRH11,Hard Drinks,2015,Tier 2
LF,FDX58,Snack Foods,2015,Tier 2
LF,FDO60,Baking Goods,2020,Tier 2
LF,FDH57,Fruits and Vegetables,2020,Tier 2
LF,DRO35,Hard Drinks,2020,Tier 2
LF,NCB42,Health and Hygiene,2020,Tier 2
LF,NCY05,Health and Hygiene,2020,Tier 2
LF,NCK05,Health and Hygiene,2020,Tier 2
LF,NCW42,Household,2020,Tier 2
LF,FDE58,Snack Foods,2020,Tier 2
LF,DRI25,Soft Drinks,2020,Tier 2
Low Fat,FDW23,Baking Goods,2015,Tier 2
Low Fat,FDW24,Baking Goods,2015,Tier 2
Low Fat,FDY59,Baking Goods,2015,Tier 2
Low Fat,FDF12,Baking Goods,2015,Tier 2
Low Fat,FDK24,Baking Goods,2015,Tier 2
Low Fat,FDH12,Baking Goods,2015,Tier 2
Low Fat,FDI24,Baking Goods,2015,Tier 2
Low Fat,FDJ48,Baking Goods,2015,Tier 2
Low Fat,FDN48,Baking Goods,2015,Tier 2
Low Fat,FDY48,Baking Goods,2015,Tier 2
Low Fat,FDN12,Baking Goods,2015,Tier 2
Low Fat,FDP60,Baking Goods,2015,Tier 2
Low Fat,FDV36,Baking Goods,2015,Tier 2
Low Fat,FDP23,Breads,2015,Tier 2
Low Fat,FDV23,Breads,2015,Tier 2
Low Fat,FDU23,Breads,2015,Tier 2
Low Fat,FDR35,Breads,2015,Tier 2
Low Fat,FDW59,Breads,2015,Tier 2
Low Fat,FDP11,Breads,2015,Tier 2
Low Fat,FDS47,Breads,2015,Tier 2
Low Fat,FDO13,Breakfast,2015,Tier 2
Low Fat,FDN13,Breakfast,2015,Tier 2
Low Fat,FDI26,Canned,2015,Tier 2
Low Fat,FDK38,Canned,2015,Tier 2
Low Fat,FDK14,Canned,2015,Tier 2
Low Fat,FDT49,Canned,2015,Tier 2
Low Fat,FDS49,Canned,2015,Tier 2
Low Fat,FDS01,Canned,2015,Tier 2
Low Fat,FDB50,Canned,2015,Tier 2
Low Fat,FDP25,Canned,2015,Tier 2
Low Fat,FDC38,Canned,2015,Tier 2
Low Fat,FDC50,Canned,2015,Tier 2
Low Fat,FDN02,Canned,2015,Tier 2
Low Fat,FDD02,Canned,2015,Tier 2
Low Fat,FDY50,Dairy,2015,Tier 2
Low Fat,FDB27,Dairy,2015,Tier 2
Low Fat,FDB16,Dairy,2015,Tier 2
Low Fat,DRG27,Dairy,2015,Tier 2
Low Fat,FDC04,Dairy,2015,Tier 2
Low Fat,FDV02,Dairy,2015,Tier 2
Low Fat,FDT38,Dairy,2015,Tier 2
Low Fat,FDY52,Frozen Foods,2015,Tier 2
Low Fat,FDR04,Frozen Foods,2015,Tier 2
Low Fat,FDD17,Frozen Foods,2015,Tier 2
Low Fat,FDE16,Frozen Foods,2015,Tier 2
Low Fat,FDZ04,Frozen Foods,2015,Tier 2
Low Fat,FDE53,Frozen Foods,2015,Tier 2
Low Fat,FDF41,Frozen Foods,2015,Tier 2
Low Fat,FDG04,Frozen Foods,2015,Tier 2
Low Fat,FDI28,Frozen Foods,2015,Tier 2
Low Fat,FDT04,Frozen Foods,2015,Tier 2
Low Fat,FDF04,Frozen Foods,2015,Tier 2
Low Fat,FDK52,Frozen Foods,2015,Tier 2
Low Fat,FDX43,Fruits and Vegetables,2015,Tier 2
Low Fat,FDZ55,Fruits and Vegetables,2015,Tier 2
Low Fat,FDA31,Fruits and Vegetables,2015,Tier 2
Low Fat,FDX20,Fruits and Vegetables,2015,Tier 2
Low Fat,FDJ56,Fruits and Vegetables,2015,Tier 2
Low Fat,FDK56,Fruits and Vegetables,2015,Tier 2
Low Fat,FDV31,Fruits and Vegetables,2015,Tier 2
Low Fat,FDJ32,Fruits and Vegetables,2015,Tier 2
Low Fat,FDU07,Fruits and Vegetables,2015,Tier 2
Low Fat,FDX08,Fruits and Vegetables,2015,Tier 2
Low Fat,FDX55,Fruits and Vegetables,2015,Tier 2
Low Fat,FDF32,Fruits and Vegetables,2015,Tier 2
Low Fat,FDY19,Fruits and Vegetables,2015,Tier 2
Low Fat,FDB45,Fruits and Vegetables,2015,Tier 2
Low Fat,DRF23,Hard Drinks,2015,Tier 2
Low Fat,DRK11,Hard Drinks,2015,Tier 2
Low Fat,DRG23,Hard Drinks,2015,Tier 2
Low Fat,DRK59,Hard Drinks,2015,Tier 2
Low Fat,DRJ11,Hard Drinks,2015,Tier 2
Low Fat,DRO59,Hard Drinks,2015,Tier 2
Low Fat,DRH23,Hard Drinks,2015,Tier 2
Low Fat,DRN59,Hard Drinks,2015,Tier 2
Low Fat,DRJ23,Hard Drinks,2015,Tier 2
Low Fat,NCO05,Health and Hygiene,2015,Tier 2
Low Fat,NCJ17,Health and Hygiene,2015,Tier 2
Low Fat,NCI17,Health and Hygiene,2015,Tier 2
Low Fat,NCL29,Health and Hygiene,2015,Tier 2
Low Fat,NCX29,Health and Hygiene,2015,Tier 2
Low Fat,NCR05,Health and Hygiene,2015,Tier 2
Low Fat,NCV05,Health and Hygiene,2015,Tier 2
Low Fat,NCK17,Health and Hygiene,2015,Tier 2
Low Fat,NCA53,Health and Hygiene,2015,Tier 2
Low Fat,NCZ17,Health and Hygiene,2015,Tier 2
Low Fat,NCT29,Health and Hygiene,2015,Tier 2
Low Fat,NCY29,Health and Hygiene,2015,Tier 2
Low Fat,NCC42,Health and Hygiene,2015,Tier 2
Low Fat,NCX05,Health and Hygiene,2015,Tier 2
Low Fat,NCD42,Health and Hygiene,2015,Tier 2
Low Fat,NCQ53,Health and Hygiene,2015,Tier 2
Low Fat,NCX41,Health and Hygiene,2015,Tier 2
Low Fat,NCW05,Health and Hygiene,2015,Tier 2
Low Fat,NCU30,Household,2015,Tier 2
Low Fat,NCY42,Household,2015,Tier 2
Low Fat,NCZ30,Household,2015,Tier 2
Low Fat,NCY18,Household,2015,Tier 2
Low Fat,NCQ30,Household,2015,Tier 2
Low Fat,NCS06,Household,2015,Tier 2
Low Fat,NCE55,Household,2015,Tier 2
Low Fat,NCJ54,Household,2015,Tier 2
Low Fat,NCA18,Household,2015,Tier 2
Low Fat,NCI06,Household,2015,Tier 2
Low Fat,NCV06,Household,2015,Tier 2
Low Fat,NCK54,Household,2015,Tier 2
Low Fat,NCP18,Household,2015,Tier 2
Low Fat,NCS18,Household,2015,Tier 2
Low Fat,NCS54,Household,2015,Tier 2
Low Fat,NCW06,Household,2015,Tier 2
Low Fat,NCQ54,Household,2015,Tier 2
Low Fat,NCI55,Household,2015,Tier 2
